Name of the role,Department,Location,Job type,Job description,URL
Principal DevOps Engineer,Engineering,Remote US,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs. The platform engineering organization provides the infrastructure and software capabilities RapidAPI employee developers use to build, test, deploy, instrument, operate, automate, analyze, and optimize their products and services.  As a principal DevOps engineer on the platform engineering team at RapidAPI you will use your background and expertise to help define, build, operate, and maintain our developer platforms and infrastructure, aligned with our corporate and technical strategies and architectural “north star”. The goal will be to create a portfolio of products and services that empower RapidAPI developers to deliver the products and features their customers need, in a predictable, scalable, secure, compliant, and cost-effective manner.  Our platforms should accelerate the activities great engineers would perform if we didn’t provide them. To be successful in this role, you will need to bring a consultative approach combined with a technical skill set to both influence and implement meaningful solutions that can ultimately be self-served.  Broadly this will require expertise in both software engineering, public cloud infrastructure, and necessary services like DNS, secrets, identity and access management, modern CICD solutions, networking, to name a few.YOU WILL:Drive the creation and adoption of internal developer platform products and services, with a focus on public cloud infrastructure (AWS, EC2, Kubernetes, service mesh, etc)Ensure new products, features and services adhere to our architectural “north star”Collaborate with team members for the purpose of continuously improving the health, performance, and useability of the products they deliver to RapidAPI developersDefine engineering best practices for operational maturity, whether the products are internal or externalDeliver solutions that accelerate the activities great engineers would perform through automation, deep domain expertise, and knowledge sharingYOU HAVE:Excellent communication skills and the ability to understand complex systems; versatility and willingness to learn new technologies on the job.7+ years of experience in a staff or principal DevOps/SRE/software engineering role7+ years of experience in system design, deployment and implementation 5+ years of experience in deploying workloads in a cloud (IaaS) environmentDemonstrated mastery of one of more software languages: Python, Go, Java, Scala, etcExperience in leading teams as well as technology and business consulting projectsExperience in developing or providing technical architectures for software deploymentStrong experience in automation technologies, IaC, CaC, CSP environment automationStrong Experience building cloud-native solutionsExperience with CICD/DevOpsExperience in Agile-based DevOps continuous integration environmentsExpertise in any one of the hyper scale cloud platforms: AWS, Azure, GCPA desire to contribute to a fun, fast-growing team that work hard, but also enjoy working together This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/00181ec5-2a18-4ab7-b1bb-5a83d12b3683
"Product Designer, Design Systems",Product,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.We are looking for a Product Designer in Europe to evolve and maintain our internal design system for full range or RapidAPI products. Since we are dealing with Developer Experience, our design system may need to address unique issues, which would require above average level of innovation.You willLead maintenance and growth of RapidAPI product design system.Treat design a system as a product: promote usage, monitor adoption and usage, collect feedback and solve internal customers’ issues.Establish and maintain policies around system’s usage and development.Author visual assets – like ""skin"", and iconography.Ensure support of brand values and alignment with brand identity.Collaborate with Engineering on system’s development and adoption.Facilitate necessary training.You haveExperience building and evolving a design system. (For example: from UI kit in a graphic editor to a documented public system with a pattern library).Experience in developing or evolving UI ""skin"" – look and feel – for an app or relatively complex website.Ability to communicate rationale of design decisions.Ability to negotiate clear project's objective and avoid scope creepAbility to ship. Skill of delivering ""good enough"". Anti-perfectionism.Nice to haveSome development experience would be helpful in understanding customer needs betterAny brand design experience Illustration and icon work experience This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/0a66e165-c528-48eb-bebc-0ab8b3ad38ae
"Principal Product Manager, Enterprise GTM",Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The RoleWe're looking for a product manager with a track record of building SaaS products for enterprise customers. You understand the needs of enterprise customers and how to get work done that allows them to purchase, roll out, and adopt.Our ideal product manager has built technical products or large-scale platforms and is obsessed with solving user needs. They are very technical, able to put themselves in the shoes of our developer users and have extreme attention to detail when it comes to user experiences. They operate well in close partnership with their engineering teams and drive initially ambiguously defined projects across the broader company.You willDeeply understand user needs by spending time with users, sales, and customer support, observing patterns/trends across their feedback and the market.Define the product strategy and roadmap for Enterprise GTM considerations, including critical aspects of the user journey.Own decisions that directly impact the growth of RapidAPIs Enterprise product offerings.You have5-8 years of Technical Product Management experience.Experience developing a multi-year vision, strategy and roadmap for large-scale products/features.Successfully built products that have been sold and adopted by small and large enterprise customers.Driven engagement, growth, monetization, and extending the reach of SaaS and/or developer services in the past.API and developer tools knowledge and expertise.Built APIs, products, and complex systems at scale.Strong written and verbal communication skills with a talent for precise articulations of customer problems.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/aef8fc5f-7ce2-498b-991f-b5879ec908f6
Paralegal,Operations,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is looking for a seasoned Corporate Paralegal to work with the COO & General Counsel, Assistant General Counsel, and other members of the operations team. This role will be based in our San Francisco office.You will:Assist with the contracts process, including drafting, negotiating, and filing routine contracts and third-party agreements.Manage and maintain the contract status and database.Collaborate with outside counsel, vendors, and internal teams on various legal matters.Handle stock option administration and equity managementWork on financings and diligence around M&A activity.Support on HR legal matters, including offer letters, background checks, training compliance tracking, and PEO engagements.Help manage state, federal, and international filings for entities located around the globe.You have:3-4 years in-house paralegal experience.Previous law firm experience Bachelor’s degree or paralegal certificate.Ability to work cross-functionally with other teams and locations.Excellent communication skills.Ability to multi-tasks and juggle competing priorities.SaaS contract experience strongly preferredThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/71d0c5dd-7694-4e26-8a40-0371554d1efc
Node.js Backend Engineer,Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Be part of a FS team (Engineering team established in Berlin and working closely with the Tel Aviv team).The API-Services are core components which are a critical part of our RapidAPI Hub. Together as a team, with various people around the world, we are building the next generation API client (a new product based on an internal UI components library). Focusing on giving an amazing developer experience, and enabling managing the API lifecycle; design, build & publish, setting definitions and more.You WillWork and own parts of our API-Services components and servers; critical components with a high load and traffic. Work on improving the performance and reliability, along with developing new features.Be part of a great engineering team, where you can contribute and bring your own impact, along with learning and working with smart and experienced engineers.You HaveHave a strong technical background in building Node.js backend applications (at least 5 years of experience). Strong javascript understanding and familiarity with various frameworks (e.g. express, Nest.js, etc…)Wonderful personality skills; working as a strong team member and being part of a high performing team.Ability to build products/applications from end to end. Knowing how to take tasks from different aspects and thinking big and creativity to build an amazing product.Desire to write clean code, an experience with testing methodologies and best practices on how to maintain and handle code in production. Experience on cloud infrastructure and CI/CD processes.This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/c8353899-64cf-4a29-b7aa-6f26299275c9
"Manager, Product Operations",Engineering,Tel Aviv,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs. We seek a highly experienced Product Operations Manager to define and scale-out critical product management programs, processes, and operational cadences. The person will be expected to work closely with leaders and experts across the organization, including product, engineering, and the executive team. In addition to managing a small team, this individual with own the success of the group's Onboarding objective, driving consistency in product training, product onboarding, and more.  To be successful in this role, you will need to bring a consultative approach combined with a technical skillset to influence and implement meaningful operating ways, focusing on self-service for internal customers. This will require knowledge of software engineering/product engineering, agile processes, and product operations fundamentals and tooling.YOU WILLLead and mentor a team of Product Operations Managers, acting as a culture and process leader.Take the initiative to drive the strategy forward, challenge our teams, and bring clarity even under ambiguous circumstances.Develop tools and processes to improve product management & software engineering productivity and product quality and efficiency.Partner with Product Managers, Engineering Managers, and R&D Operations to establish meaningful product goals, track success towards set goals, and evaluate results to improve our operations.Work cross-functionally to provide product insight, identify and lead programs for areas of improvement, and inform business decisions.Lead developing and expanding practices in structuring analyses, dashboard design, and data visualizations to communicate meaningful metrics within the business to inform strategy. Evangelize best practices and partner with product and engineering management to align on frameworks from sprint level execution to a year planning YOU ARE7+ years with product operations experience or equivalent (program management, product management), 4+ years of management experience Leads with logic, empathy, and influence Practical experience with the product development lifecycle, product planning, tools, principles, and practices.Proven record of delivering high-quality projects or programs from early stages through delivery. Plus for experience managing onboarding and/or documentation programsExperience with Agile coaching, product ownership, and/or scrum. Experience working independently and as part of a global team. Experience building & launching - software development (product management - a plus).Experience using planning software such as; Jira, ClickUp, Confluence, Airtable, Notion, or others.Experience making objective prioritization decisions against competing priorities Leads with logic, empathy, and influence This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/c63edca4-be91-421f-88b0-fac6ee60ac54
Head of Product Documentation (Remote),Product,Remote US,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.Your RoleDocumentation is the fuel for our customers' success! We are looking for an exceptional leader to build our product documentation team and create developer love for our products. You will drive the most valuable asset for our customers by creating an engaging, informative, and educational experience across all of our tools and services.We believe product documentation is not just a nice thing to have; it's an essential part of the product!You WillWork with engineering and product teams to document new products, features, and APIsOrganize documentation and make it easily discoverableAchieve and maintain content quality through rigorous testing and review, as well as curation and performance analysisPush the industry forward by dreaming up and implementing new ways to deliver, author, analyze, and interact with technical contentBuild tools and processes that make it easy to publish and maintain amazing documentationAssess documentation success through metrics and qualitative analysisYou HaveExperience building and consuming APIs and are proficient in at least one programming languageWritten product documentation and are excited to work with stakeholders across RapidAPIRecruited, developed, and retained great talentSuccessfully defined a vision and mission and designed a plan that's delivered throughout the year to achieve your goalsWorked with stakeholders across the company to balance competing prioritiesDelivered against a high level of autonomy and responsibilityThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/81ec10f4-4e69-4b56-b0ff-66b0b0319d2b
"Manager, Product Operations",Engineering,Berlin,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.RapidAPI is building a tight-knit, high-performing group of problem solvers to transform how companies manage, develop, and monetize their APIs. We seek a highly experienced Product Operations Manager to define and scale-out critical product management programs, processes, and operational cadences. The person will be expected to work closely with leaders and experts across the organization, including product, engineering, and the executive team. In addition to managing a small team, this individual with own the success of the group's Onboarding objective, driving consistency in product training, product onboarding, and more.  To be successful in this role, you will need to bring a consultative approach combined with a technical skillset to influence and implement meaningful operating ways, focusing on self-service for internal customers. This will require knowledge of software engineering/product engineering, agile processes, and product operations fundamentals and tooling.YOU WILLLead and mentor a team of Product Operations Managers, acting as a culture and process leader.Take the initiative to drive the strategy forward, challenge our teams, and bring clarity even under ambiguous circumstances.Develop tools and processes to improve product management & software engineering productivity and product quality and efficiency.Partner with Product Managers, Engineering Managers, and R&D Operations to establish meaningful product goals, track success towards set goals, and evaluate results to improve our operations.Work cross-functionally to provide product insight, identify and lead programs for areas of improvement, and inform business decisions.Lead developing and expanding practices in structuring analyses, dashboard design, and data visualizations to communicate meaningful metrics within the business to inform strategy. Evangelize best practices and partner with product and engineering management to align on frameworks from sprint level execution to a year planning YOU ARE5+ years with product operations experience or equivalentLeads with logic, empathy, and influence Practical experience with the product development lifecycle, product planning, tools, principles, and practices.Proven record of delivering high-quality projects or programs from early stages through delivery. Plus for experience managing onboarding and/or documentation programsExperience with Agile coaching, product ownership, and/or scrum. Experience working independently and as part of a global team. Experience building & launching - software development (product management - a plus).Experience using planning software such as; Jira, ClickUp, Confluence, Airtable, Notion, or others.Experience making objective prioritization decisions against competing priorities Leads with logic, empathy, and influence This is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/19a8e58d-93c6-41b1-a2a2-3bb3becd7edd
Growth Analytics Manager,Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The Growth team at RapidAPI is on a mission to fuel the funnel and increase active developers in our ecosystem by building high value self-serve experiences. In this role you will work on projects geared towards accelerating the movement of users through the funnel by harnessing existing data as well as helping define and enrich the current data infrastructure. This is a critical role for the company as you will be part of the team that stands on the precipice of defining the data and analytics culture and rhythm of a rapidly growing business. You WillHelp define and execute projects geared towards customer acquisition, engagement and revenue growth Build out reporting to track product performance KPIs using tools like Tableau, Excel, SQLOwn the A/B testing from setting up the experiment, working with engineering, reporting and interpreting the results/suggesting the next stepsConduct statistical analysis to derive and define metrics predictive of performance of the bottom line metrics (sensitivity curves, forecasting and prediction)Apply your expertise in quantitative analysis, data mining, and statistical modeling to deliver impactful, objective, and actionable data insights that enable informed business and product decisionsYou HaveExtensive experience translating business stakeholder needs into concrete metrics with a clear path to developing self sustained, cadenced reportingExpertise in building out complex data sources to power analytically sophisticated dashboards and reportingSolid understanding of experimentation process and platforms such as Opmitizely, Launch Darkly, Google OptimizeExtensive background in using statistical inference, experimentation and predictive modeling to drive actionable recommendationsExcellent knowledge of SQL and at least one scripting language (Python/R)Nice to have: experience working with analytics tools such as Heap Analytics, GA, Amplitude, SegmentThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/8d22cf68-130a-4bc2-878e-336288baf8ef
Head of Corporate Development,Finance,San Francisco,Full-time,"RapidAPI is the world’s largest API hub and the company that is building the next-generation API platform for Enterprises. We enable developers and businesses to easily discover, test, and connect to any API, making it easier to create new software and services more rapidly.RapidAPI is used by millions of developers around the world and offers more than 40,000 APIs on the marketplace. Funded by a16z, Microsoft’s M12 and SoftBank Vision Fund 2, RapidAPI is experiencing rapid growth, fueled by an increase in the number of developers and companies using our platform.We are looking for a corporate  development leader to drive growth at RapidAPI through mergers and acquisitions opportunities, and oversee the entire M&A process. You will work closely with the leadership team to understand our product positioning and market signals.  You develop significant in-depth industry insight that allows you to identify potential opportunities for growth and focus areas and advise executives and stakeholders. You also lead negotiations to ensure the most favorable terms and organizational objectives are met. You WillWork with leadership to drive company growth strategy and the role of partnerships and acquisitions within itIdentify and research M&A opportunitiesMonitor and track acquisition targets, including creating company profiles and analysisOversee global 'exploration', defining new markets and market entry strategiesAnalyze and present relevant opportunities aligned with our strategic goalsStructure, negotiate and execute agreements to pursue these opportunitiesLiaise internally for integrating and executing on partnerships and acquisitions post-closeYou Have5+ years of transaction experience in Corporate Development and M&A opportunities at a growth company, VC, investment bank or consulting firmsSignificant experience in leading projects to execute all aspects of transactions including direct experience in M&A negotiation, execution and integrationDeep understanding of finance and legal topicsB2B SaaS experience, Developer / professional tooling a plusFamiliarity with the Dev Tools, Infra or DevOps spaceA critical thinker and negotiatorExcellent presentation skills, including strong oral and writing capabilities; ability to clearly communicate compelling messages to senior managers and external business partnersThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/92e6a18f-a582-4432-ae9a-ca1651f3eb76
Growth Lifecycle Manager,Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The Growth team at RapidAPI is on a mission to fuel the funnel and increase active developers in our ecosystem by building high value self-serve experiences. In this role you will own the channel execution of onboarding and lifecycle communications, including email and push notifications, to drive user engagement and retention. You will partner closely with other members of the Product team, the Data and Insights teams, as well as with other cross-functional teams to run experiments and identify the most effective communication drivers for our users. You’ll make recommendations for in-app experiences, and you’ll be able to see the direct impact that your campaigns have on user engagement, churn, and our bottom line. The ideal candidate brings a data-driven approach to decision making, a keen creative eye, and has experience in email and push marketing. A successful candidate has experience supporting world-class marketing programs and is comfortable leveraging marketing automation technologies. They are relentlessly process driven, a stellar communicator, and detail-oriented.You will:Manage lifecycle communications campaigns, including planning, creating content, targeting, set-up, testing, execution, reporting, and optimizationPartner closely with Product Managers, Designers, Data & Insights Managers, and others across the product to ensure a cohesive communications strategyHelp define and execute projects geared towards customer acquisition, engagement and revenue growthOwn and administrate email and engagement tools including Customer.io and SendGridManage projects and deploy test plans for each channel to ensure continued innovation and optimization for engagement and retentionAnalyze campaign performance and trends, producing/presenting reports to understand effectiveness and ROI; recommend courses of actionDevelop deep customer empathy and understanding of our users.You have:3-5+ years experience in Marketing or Product (customer acquisition, lifecycle), with at least 2 years of dedicated email experienceFamiliarity with the latest email marketing and push campaign techniquesProficiency in HTMLExperience with A/B testingOutstanding oral and written communications skillsStrong project management skills (planning, managing deadlines and objectives, delivering recommendations) and experience driving projects end-to-endA sense of accountability/ownershipThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/8d2611d1-6463-4919-9817-31f61e730831
Lead Web Developer,Product,San Francisco,Full-time,"RapidAPI is a team of creators building for developers. We are the world's largest API Hub where over 4 million developers find, test, and connect to 40,000 APIs (and growing!) — all with a single account, single API key, and single SDK. Our users range from independent developers to the largest companies in the world. We work hard to ensure it's easy for developers to build, discover, and connect to APIs faster while providing enterprise-wide visibility and governance. As a result, entrepreneurs and enterprises can concentrate on creating value and business outcomes. We operate at a significant scale, but the opportunity is even bigger. You have an unprecedented opportunity to make a massive difference and empower developers to build modern software through API innovation while doing the most critical work of your career.The RoleAs the Lead Web Developer on our Web team, you’ll drive key decisions and foundational work for the marketing website rapidapi.com. You’ll be the  first member of a team we plan to invest heavily in, so you’ll have the opportunity to lead and grow in a strategic area for our company and for our customers.  You’ll work to create new pages, develop seamless content creation tooling and ensure our web properties are optimized for performance, efficiency and scalability. Our ideal candidate has experience creating responsive web pages from detailed file handoffs from designers and experience managing and maintaining a CMS platform. Sample URLs or Github sample projects are required to be considered.You Have:Fluency in HTML, CSS, JavaScript (JavaScript libraries like Nuxt, Next, Gatsby, Gridsome)Experience developing sites with headless CMS platformsExperience accurately translating designs cross-browser for a variety of screen sizesExcellent organizational skills, communication and attention-to-detailExperience working with Figma or similar (Sketch and InVision)Experience with React / NextExperience driving accessibility (A11y) testing and best practices across engineering and designExperience with JAMStack hosting platforms like AWS Amplify, Netlify, VercelYou Will:Work with partners across product, marketing and design to develop world class web experiencesCreate new pages, develop seamless content creation tooling and help ensure our web properties are optimized for performance, efficiency and scalabilityDeliver and maintain responsive content and integrations across RapidAPI web propertiesKeep our CMS current by developing content types and extensionsIncrease web scalability, user engagement, and traffic by determining and implementing the best web development standardsOptimize rapidapi.com for performance and accessibilityBuild CMS workflows and architecture for translations, global site updates, and self-serve changesUnderstand the technical constraints of a project, and make pragmatic tradeoffs with stakeholdersCreate outstanding user experiences on both desktop and mobile by collaborating with peers across Design, Product, Marketing and SEOThis is an opportunity to play a key role in a fast-growing and high-scale startup company distributed across the US, Europe, and Israel. You'll be taking our product to the next level within a high talent density team and out-of-the-box thinking. Having raised $150 million in a Series D investment round in 2022; you’ll be working with a team that is scaling globally, fast.If this sounds like you, click apply below! We’d love to hear from you.Apply for this job",https://jobs.lever.co/rapidapi/9859f009-8a09-4de5-afcd-a9a5b7a52a46
Content Marketing Manager,Marketing,San Francisco,Full-time,"RapidAPI is on a mission to empower organizations to accelerate their transformation into powerful digital businesses. We are leading this charge by providing the world’s largest API Hub that helps businesses find and integrate third-party APIs, as well as manage usage of their own internal APIs.  RapidAPI is looking for a content marketing manager to bring our exciting story to life through clear and concise short and long-form pieces. Reporting to the vice president of corporate marketing, this role will create and manage content that resonates and excites all of ideal personas across all external touchpoints. You should be able to maneuver between telling stories to self-serve audiences like developers and larger multi-faceted organizations.  You will achieve success through superior storytelling, consistent tone and voice and a focus on optimization and performance. Responsibilities:Create useful and informative content to address all types of users and buyers across all stages of the self serve and enterprise funnel. Coordinate with the various marketing teams like communications, demand gen, product marketing, events and with other departments, including growth, customer success and sales to create content to help achieve their goals. Collaborate with the brand and comms team to define and develop the RapidAPI brand voice and tone for written content across all internal and external touch-points.Quickly maneuver between creating short-form content like blogs, infographics and emails to longer-form content like whitepapers, ebooks and reports.Coordinate with the SEO team to continually optimize the content to improve performance goals.Leverage data to set goals, test, measure success, and continually optimize our content mix and strategy toward better outcomes.About You:Bachelor’s degree in Journalism, Marketing, or related field5+ years of experience in content marketing or related disciplines within SaaS or B2B companiesExperience creating content for developers, IT, or similar technical audiences is requiredStrong storyteller who can deliver clear, concise and powerful messaging across a variety of content and channelsHave a passion for grammar and attention to detailApply for this job",https://jobs.lever.co/rapidapi/0537effe-291f-4ff5-95fc-3c89f75ecf4e
